AGS,mun_name,municipality_area_m2,thesis_group,total_area_m2,total_share_of_municipality
12068477,Wusterhausen/Dosse,196289929.00477478,perennial_vegetation,69061738.75216153,0.3518353646685643
12068477,Wusterhausen/Dosse,196289929.00477478,water,1569604.4244289552,0.00799635739024988
12068501,Zernitz-Lohm,37671426.00534109,artificial,757813.8034184952,0.020116408742027754
12068501,Zernitz-Lohm,37671426.00534109,open_or_seasonal,22211684.59042218,0.5896162408949687
12068501,Zernitz-Lohm,37671426.00534109,perennial_vegetation,14689180.108152319,0.38992896382711056
12068501,Zernitz-Lohm,37671426.00534109,water,12742.537856654308,3.382547253413677e-4
12069017,"Beelitz, Stadt",181276681.2923098,artificial,9915263.312427146,0.054696849267880855
12069017,"Beelitz, Stadt",181276681.2923098,open_or_seasonal,50481075.608526126,0.27847528567187896
12069017,"Beelitz, Stadt",181276681.2923098,perennial_vegetation,119834500.18022135,0.6610585505313145
12069017,"Beelitz, Stadt",181276681.2923098,water,1045825.524780317,0.005769222590157179
12069018,Beetzsee,21321376.587013684,artificial,1566236.2643223382,0.07345849635601359
12069018,Beetzsee,21321376.587013684,open_or_seasonal,11660111.910492739,0.5468742537756507
12069018,Beetzsee,21321376.587013684,perennial_vegetation,7416458.423897232,0.34784144417834684
12069018,Beetzsee,21321376.587013684,water,678569.1961085042,0.03182576853512374
12069019,Beetzseeheide,37578173.903789505,artificial,600265.1991948364,0.01597377245450194
12069019,Beetzseeheide,37578173.903789505,open_or_seasonal,21277040.943385888,0.566207421304212
12069019,Beetzseeheide,37578173.903789505,perennial_vegetation,15193038.79433081,0.40430487211084765
12069019,Beetzseeheide,37578173.903789505,water,507825.59214556665,0.013513844324786518
12069028,Bensdorf,34327538.55117235,artificial,1208802.8057391886,0.035213792096896665
12069028,Bensdorf,34327538.55117235,open_or_seasonal,17052986.13511297,0.49677276189470854
12069028,Bensdorf,34327538.55117235,perennial_vegetation,15711309.394083757,0.4576882018692594
12069028,Bensdorf,34327538.55117235,water,354437.550901536,0.010325166494916988
12069216,Golzow,40204631.36360527,artificial,1234614.3459387515,0.030708261811259147
12069216,Golzow,40204631.36360527,open_or_seasonal,20385203.71255407,0.5070362050628704
12069216,Golzow,40204631.36360527,perennial_vegetation,18584813.799230006,0.46225554541593616
12069216,Golzow,40204631.36360527,water,0,0
12069249,Groß Kreutz (Havel),99446262.16933209,artificial,5806153.23308754,0.05838483122876066
12069249,Groß Kreutz (Havel),99446262.16933209,open_or_seasonal,52919510.40138233,0.5321417743310819
12069249,Groß Kreutz (Havel),99446262.16933209,perennial_vegetation,37148088.970347114,0.37354937390299514
12069249,Groß Kreutz (Havel),99446262.16933209,water,3572503.323009009,0.035923957774561
12069270,"Havelsee, Stadt",82086481.8986311,artificial,2926221.5361988638,0.035648032033002285
12069270,"Havelsee, Stadt",82086481.8986311,open_or_seasonal,31458511.187728498,0.3832361974847056
12069270,"Havelsee, Stadt",82086481.8986311,perennial_vegetation,43076871.17547831,0.52477424027837
12069270,"Havelsee, Stadt",82086481.8986311,water,4624870.901868272,0.056341443741973765
12069306,Kloster Lehnin,200769111.67734593,artificial,11995720.986231754,0.05974883728882538
12069306,Kloster Lehnin,200769111.67734593,open_or_seasonal,83089042.70470491,0.4138537148993143
12069306,Kloster Lehnin,200769111.67734593,perennial_vegetation,98347789.89747024,0.489855182780925
12069306,Kloster Lehnin,200769111.67734593,water,7336539.983530066,0.036542174850683944
12069454,Nuthetal,48437534.62117978,artificial,4110525.718933008,0.08486240579915148
12069454,Nuthetal,48437534.62117978,open_or_seasonal,12785798.76264042,0.2639646890089593
12069454,Nuthetal,48437534.62117978,perennial_vegetation,31448422.500022963,0.649257290776146
12069454,Nuthetal,48437534.62117978,water,92783.98633312543,0.0019155389938561144
12069460,Päwesin,23647340.026410583,artificial,486440.04873482225,0.02057060321336525
12069460,Päwesin,23647340.026410583,open_or_seasonal,12087740.861927561,0.5111670424000053
12069460,Päwesin,23647340.026410583,perennial_vegetation,10189301.984453546,0.4308857559908895
12069460,Päwesin,23647340.026410583,water,883856.4416274102,0.03737656923105403
12069537,Rosenau,49705921.922633074,artificial,925324.6325555504,0.01861598370503643
12069537,Rosenau,49705921.922633074,open_or_seasonal,22170331.775280047,0.44602998833394575
12069537,Rosenau,49705921.922633074,perennial_vegetation,26610260.428527266,0.5353539256337696
12069537,Rosenau,49705921.922633074,water,0,0
12069541,Roskow,39258187.474526584,artificial,951848.3583030207,0.024245855948409372
12069541,Roskow,39258187.474526584,open_or_seasonal,27895899.02281944,0.7105753173378221
12069541,Roskow,39258187.474526584,perennial_vegetation,9129738.788303338,0.23255629909626727
12069541,Roskow,39258187.474526584,water,1280696.5671301316,0.03262240693004831
12069590,Schwielowsee,58251152.43320541,artificial,5263179.26680345,0.09035322130044648
12069590,Schwielowsee,58251152.43320541,open_or_seasonal,13182870.581320465,0.22631089739274787
12069590,Schwielowsee,58251152.43320541,perennial_vegetation,31740302.86523851,0.5448871230768184
12069590,Schwielowsee,58251152.43320541,water,8064788.456460902,0.13844856487103008
12069648,Wenzlow,20695667.47787179,artificial,1157100.1350457387,0.05591025929861564
12069648,Wenzlow,20695667.47787179,open_or_seasonal,7401018.876500122,0.3576119921917684
12069648,Wenzlow,20695667.47787179,perennial_vegetation,12134316.123393668,0.5863215639876276
12069648,Wenzlow,20695667.47787179,water,3230.73185282559,1.5610667577066318e-4
12069656,"Werder (Havel), Stadt",117130774.79027082,artificial,12876015.586986225,0.10992854448407302
12069656,"Werder (Havel), Stadt",117130774.79027082,open_or_seasonal,46679200.0454151,0.39852208037551884
12069656,"Werder (Havel), Stadt",117130774.79027082,perennial_vegetation,42383161.82452573,0.3618448003986582
12069656,"Werder (Havel), Stadt",117130774.79027082,water,15192391.151417866,0.1297045219637682
12069688,Wusterwitz,23852924.387744553,artificial,1790657.511737076,0.07507077466178956
12069688,Wusterwitz,23852924.387744553,open_or_seasonal,8764275.37876091,0.3674298059345682
12069688,Wusterwitz,23852924.387744553,perennial_vegetation,12142830.840062317,0.5090709483949569
12069688,Wusterwitz,23852924.387744553,water,1155157.7696021348,0.04842834995090354
12069696,"Ziesar, Stadt",68034819.05348706,artificial,3357825.5462250398,0.04935451571621307
12069696,"Ziesar, Stadt",68034819.05348706,open_or_seasonal,29236516.803950544,0.42972873611915713
12069696,"Ziesar, Stadt",68034819.05348706,perennial_vegetation,35420813.37704821,0.5206277295924218
12069696,"Ziesar, Stadt",68034819.05348706,water,19657.834859641272,2.889378576018088e-4
12070008,"Bad Wilsnack, Stadt",79693609.51313046,artificial,1694086.9037694754,0.0212574999942794
12070008,"Bad Wilsnack, Stadt",79693609.51313046,open_or_seasonal,25137849.772476435,0.31543118608945275
12070008,"Bad Wilsnack, Stadt",79693609.51313046,perennial_vegetation,52572398.9619682,0.6596814886807991
12070008,"Bad Wilsnack, Stadt",79693609.51313046,water,289267.9684612446,0.0036297511209300204
12070052,Breese,23851756.303758033,artificial,750414.7180343352,0.03146161265768514
12070052,Breese,23851756.303758033,open_or_seasonal,4690080.710582521,0.19663460630962265
12070052,Breese,23851756.303758033,perennial_vegetation,18397745.14896456,0.771337125646628
12070052,Breese,23851756.303758033,water,13513.504389015934,5.665622362109567e-4
12070060,Cumlosen,22136805.302360814,artificial,750636.5419229536,0.033908982424076375
12070060,Cumlosen,22136805.302360814,open_or_seasonal,7868456.440705707,0.35544679249026795
12070060,Cumlosen,22136805.302360814,perennial_vegetation,12428739.316304514,0.5614513542737367
12070060,Cumlosen,22136805.302360814,water,1088971.0374569043,0.049192782001871306
12070125,Groß Pankow (Prignitz),250869220.52956736,artificial,3544949.47498216,0.014130667235697628
12070125,Groß Pankow (Prignitz),250869220.52956736,open_or_seasonal,160461191.24895486,0.6396208786005414
12070125,Groß Pankow (Prignitz),250869220.52956736,perennial_vegetation,86723247.15933044,0.3456910615669142
12070125,Groß Pankow (Prignitz),250869220.52956736,water,139811.614280297,5.573087602582911e-4
12070236,Lanz,60773848.41250971,artificial,704081.6276038613,0.011585273040878103
12070236,Lanz,60773848.41250971,open_or_seasonal,22366833.094126433,0.368033844793058
12070236,Lanz,60773848.41250971,perennial_vegetation,36774301.26785041,0.6051007502148041
12070236,Lanz,60773848.41250971,water,928626.0878529246,0.015280027711093179
12070241,Legde/Quitzöbel,41811787.22891896,artificial,814921.2260436228,0.019490227040091356
12070241,Legde/Quitzöbel,41811787.22891896,open_or_seasonal,17129278.277920574,0.4096758214170088
12070241,Legde/Quitzöbel,41811787.22891896,perennial_vegetation,22983698.151715703,0.5496942291866231
12070241,Legde/Quitzöbel,41811787.22891896,water,883885.2154535672,0.02113961813242538
12070244,"Lenzen (Elbe), Stadt",96087887.33604792,artificial,1722875.6386543422,0.01793020625616352
12070244,"Lenzen (Elbe), Stadt",96087887.33604792,open_or_seasonal,24927509.19623074,0.2594240532009183
12070244,"Lenzen (Elbe), Stadt",96087887.33604792,perennial_vegetation,65815159.62260874,0.6849475146896877
12070244,"Lenzen (Elbe), Stadt",96087887.33604792,water,3622342.198551768,0.0376982187763517
12070246,Lenzerwische,42138166.86486375,artificial,536331.8294078622,0.012727934538013186
12070246,Lenzerwische,42138166.86486375,open_or_seasonal,10379275.320444372,0.2463153025552938
12070246,Lenzerwische,42138166.86486375,perennial_vegetation,28873472.707525212,0.6852095108959498
12070246,Lenzerwische,42138166.86486375,water,2349077.726677357,0.05574703176364558
12070296,"Perleberg, Stadt",138611863.48450723,artificial,6526311.351953978,0.04708335338615103
12070296,"Perleberg, Stadt",138611863.48450723,open_or_seasonal,72105310.41153629,0.5201958086336208
12070296,"Perleberg, Stadt",138611863.48450723,perennial_vegetation,59824242.57675342,0.4315953993608926
12070296,"Perleberg, Stadt",138611863.48450723,water,155987.31418983577,0.0011253532725737476
12070302,Plattenburg,201698921.44520858,artificial,3213050.623716925,0.015929934581180933
12070302,Plattenburg,201698921.44520858,open_or_seasonal,105838637.7912694,0.5247357647374452
12070302,Plattenburg,201698921.44520858,perennial_vegetation,92033546.26260075,0.4562917124353668
12070302,Plattenburg,201698921.44520858,water,613671.9552583563,0.003042514808018247
12070348,Rühstädt,28836364.758831542,artificial,561681.1434092047,0.019478223004416043
12070348,Rühstädt,28836364.758831542,open_or_seasonal,12328915.545477577,0.42754749596866826
12070348,Rühstädt,28836364.758831542,perennial_vegetation,14048449.99235328,0.48717825945972415
12070348,Rühstädt,28836364.758831542,water,1897315.2423661859,0.06579592324601548
12070416,Weisen,15518445.506494392,artificial,761566.2639468445,0.04907490660892116
12070416,Weisen,15518445.506494392,open_or_seasonal,6218133.207738804,0.40069304655137955
12070416,Weisen,15518445.506494392,perennial_vegetation,8538292.708115011,0.5502028347196102
12070416,Weisen,15518445.506494392,water,451.9991743772794,2.912657548000668e-5
12070424,"Wittenberge, Stadt",50420776.41981825,artificial,7486230.5822570035,0.14847511509788028
12070424,"Wittenberge, Stadt",50420776.41981825,open_or_seasonal,18032374.890636045,0.3576377868617725
12070424,"Wittenberge, Stadt",50420776.41981825,perennial_vegetation,22302975.636866573,0.44233701304330225
12070424,"Wittenberge, Stadt",50420776.41981825,water,2599192.2031326294,0.05155002337708941
12071028,Briesen/Brjazyna,9142512.960644592,artificial,535472.9904619118,0.058569563178848184
12071028,Briesen/Brjazyna,9142512.960644592,open_or_seasonal,3006698.8193602483,0.3288700636578875
12071028,Briesen/Brjazyna,9142512.960644592,perennial_vegetation,5593496.76404842,0.6118117401776209
12071028,Briesen/Brjazyna,9142512.960644592,water,6843.412884916265,7.485264625136251e-4
12071032,Burg (Spreewald)/Bórkowy (Błota),35288449.01002996,artificial,2377087.8042055825,0.06736164016531154
12071032,Burg (Spreewald)/Bórkowy (Błota),35288449.01002996,open_or_seasonal,17238508.029337484,0.4885028532831755
12071032,Burg (Spreewald)/Bórkowy (Błota),35288449.01002996,perennial_vegetation,15645893.127824256,0.4433715158004609
12071032,Burg (Spreewald)/Bórkowy (Błota),35288449.01002996,water,26957.642447053433,7.639225639922946e-4
12071041,Dissen-Striesow/Dešno-Strjažow,19863200.660959322,artificial,732190.9310624629,0.03686167922078982
12071041,Dissen-Striesow/Dešno-Strjažow,19863200.660959322,open_or_seasonal,7418374.400550567,0.3734732648163403
12071041,Dissen-Striesow/Dešno-Strjažow,19863200.660959322,perennial_vegetation,11684241.591244943,0.5882355915685864
12071041,Dissen-Striesow/Dešno-Strjažow,19863200.660959322,water,28392.535332581654,0.0014294038416671965
12071052,Drachhausen/Hochoza,38206293.47381318,artificial,1497290.8664022237,0.0391896394615844
12071052,Drachhausen/Hochoza,38206293.47381318,open_or_seasonal,8314535.1717200065,0.21762213540601202
12071052,Drachhausen/Hochoza,38206293.47381318,perennial_vegetation,28359112.166046984,0.7422628469700806
12071052,Drachhausen/Hochoza,38206293.47381318,water,35396.349444178355,9.264533726214301e-4
12071060,Drehnow/Drjenow,10941280.874853594,artificial,647827.9603365272,0.05920951739987169
12071060,Drehnow/Drjenow,10941280.874853594,open_or_seasonal,6129313.852869204,0.5602007592142378
12071060,Drehnow/Drjenow,10941280.874853594,perennial_vegetation,4164138.639864176,0.38058968483613637
12071060,Drehnow/Drjenow,10941280.874853594,water,0,0
12071076,"Forst (Lausitz)/Baršć (Łužyca), Stadt",22690567.20805098,artificial,1000999.1673239074,0.04411521131868121
12071076,"Forst (Lausitz)/Baršć (Łužyca), Stadt",22690567.20805098,open_or_seasonal,17826944.809016548,0.7856544371747243
12071076,"Forst (Lausitz)/Baršć (Łužyca), Stadt",22690567.20805098,perennial_vegetation,3850610.6329965713,0.16970094214437761
12071076,"Forst (Lausitz)/Baršć (Łužyca), Stadt",22690567.20805098,water,12011.383557192199,5.293558088283649e-4
12071164,Guhrow/Góry,6620421.717200182,artificial,426084.45542919595,0.0643591108889948
12071164,Guhrow/Góry,6620421.717200182,open_or_seasonal,2872833.4548322484,0.4339351143399952
12071164,Guhrow/Góry,6620421.717200182,perennial_vegetation,3320049.1723723165,0.5014860554497103
12071164,Guhrow/Góry,6620421.717200182,water,1453.8426403736703,2.1959970262868834e-4
12071176,Heinersbrück/Móst,23970834.871251676,artificial,3024055.728367232,0.12615562806258346
12071176,Heinersbrück/Móst,23970834.871251676,open_or_seasonal,17552539.65128833,0.7322456537523091
12071176,Heinersbrück/Móst,23970834.871251676,perennial_vegetation,3394053.6964224437,0.14159096730055684
12071176,Heinersbrück/Móst,23970834.871251676,water,183.97813176703784,7.675082355503754e-6
12071301,Neuhausen/Spree / Kopańce/Sprjewja,134615089.8409248,artificial,8428589.183471631,0.06261251389745183
12071301,Neuhausen/Spree / Kopańce/Sprjewja,134615089.8409248,open_or_seasonal,49272940.63756726,0.3660283605336764
12071301,Neuhausen/Spree / Kopańce/Sprjewja,134615089.8409248,perennial_vegetation,72178740.34801495,0.5361861024147357
12071301,Neuhausen/Spree / Kopańce/Sprjewja,134615089.8409248,water,4734808.82213396,0.03517294255591333
12071341,Schmogrow-Fehrow/Smogorjow-Prjawoz,30353146.313546613,artificial,1418129.6552140922,0.046721010091174
12071341,Schmogrow-Fehrow/Smogorjow-Prjawoz,30353146.313546613,open_or_seasonal,6046506.56200572,0.19920526523166937
12071341,Schmogrow-Fehrow/Smogorjow-Prjawoz,30353146.313546613,perennial_vegetation,22838383.564021066,0.7524222803165646
12071341,Schmogrow-Fehrow/Smogorjow-Prjawoz,30353146.313546613,water,50080.77767139277,0.0016499369506561405
12071372,"Spremberg/Grodk, Stadt",202363574.31507266,artificial,23785582.05527487,0.11753885122745258
12071372,"Spremberg/Grodk, Stadt",202363574.31507266,open_or_seasonal,80811819.83388065,0.399339753250551
12071372,"Spremberg/Grodk, Stadt",202363574.31507266,perennial_vegetation,94026844.97693588,0.46464313202206803
12071372,"Spremberg/Grodk, Stadt",202363574.31507266,water,3739310.611032763,0.01847818029350872
12071412,Werben/Wjerbno,25048677.960904755,artificial,1178709.6491272175,0.047056760878434904
12071412,Werben/Wjerbno,25048677.960904755,open_or_seasonal,13375167.212531881,0.5339669915277545
12071412,Werben/Wjerbno,25048677.960904755,perennial_vegetation,10493657.887055758,0.41893060797196374
12071412,Werben/Wjerbno,25048677.960904755,water,1140.990139429091,4.555091255554146e-5
12072232,"Luckenwalde, Stadt",46592886.66626696,artificial,9733414.859864749,0.20890345192781748
12072232,"Luckenwalde, Stadt",46592886.66626696,open_or_seasonal,15892021.71965748,0.34108257411668874
12072232,"Luckenwalde, Stadt",46592886.66626696,perennial_vegetation,20927667.771704286,0.4491601458738512
12072232,"Luckenwalde, Stadt",46592886.66626696,water,39779.7795344059,8.537736633348858e-4
12072240,"Ludwigsfelde, Stadt",110231180.86987475,artificial,12524623.368166128,0.11362142063007694
12072240,"Ludwigsfelde, Stadt",110231180.86987475,open_or_seasonal,40521042.65575613,0.36760054946331605
12072240,"Ludwigsfelde, Stadt",110231180.86987475,perennial_vegetation,55616915.43073616,0.5045479418059632
12072240,"Ludwigsfelde, Stadt",110231180.86987475,water,1568588.1254651835,0.014229985681790564
12072312,Nuthe-Urstromtal,341192433.78414,artificial,12085929.731841305,0.03542261942270277
12072312,Nuthe-Urstromtal,341192433.78414,open_or_seasonal,108745554.41830513,0.31872205726315866
12072312,Nuthe-Urstromtal,341192433.78414,perennial_vegetation,219629811.42159277,0.643712432264968
12072312,Nuthe-Urstromtal,341192433.78414,water,731104.2690122607,0.002142791564583181
12072426,"Trebbin, Stadt",126646637.57879107,artificial,7404683.3091808185,0.05846727122600566
12072426,"Trebbin, Stadt",126646637.57879107,open_or_seasonal,52093985.50410613,0.41133334844122277
12072426,"Trebbin, Stadt",126646637.57879107,perennial_vegetation,62544660.02405077,0.4938517217651331
12072426,"Trebbin, Stadt",126646637.57879107,water,4603298.440006189,0.0363475772275622
12073384,"Lychen, Stadt",112021774.56824146,artificial,2034686.5149011177,0.01816331264830684
12073384,"Lychen, Stadt",112021774.56824146,open_or_seasonal,30987394.69685048,0.2766193877599535
12073384,"Lychen, Stadt",112021774.56824146,perennial_vegetation,69229424.82898441,0.6179997156428834
12073384,"Lychen, Stadt",112021774.56824146,water,9770240.355749637,0.08721733246421479
12073572,"Templin, Stadt",378905948.0809287,artificial,11946703.244936477,0.03152946873872996
12073572,"Templin, Stadt",378905948.0809287,open_or_seasonal,147789299.99126592,0.39004217468684427
12073572,"Templin, Stadt",378905948.0809287,perennial_vegetation,200733369.16030517,0.5297709634197442
12073572,"Templin, Stadt",378905948.0809287,water,18436564.464447197,0.04865736354318043
13071001,Alt Schwerin,44364011.80546184,artificial,851144.0545675029,0.01918546181756076
13071001,Alt Schwerin,44364011.80546184,open_or_seasonal,13557751.551857213,0.3056024692110478
13071001,Alt Schwerin,44364011.80546184,perennial_vegetation,12479427.11551866,0.28129618146892355
13071001,Alt Schwerin,44364011.80546184,water,17475686.66345413,0.3939158329522991
13071036,Fünfseen,51491620.68168621,artificial,924078.8562779169,0.017946198702706202
13071036,Fünfseen,51491620.68168621,open_or_seasonal,29885880.63871357,0.5804027964756399
13071036,Fünfseen,51491620.68168621,perennial_vegetation,19329435.73541816,0.3753899271283371
13071036,Fünfseen,51491620.68168621,water,1352222.705160698,0.026261024362001426
13071043,Göhren-Lebbin,41540306.91411783,artificial,863710.5738658404,0.020792108629613927
13071043,Göhren-Lebbin,41540306.91411783,open_or_seasonal,23306815.849619187,0.5610650854796204
13071043,Göhren-Lebbin,41540306.91411783,perennial_vegetation,13301799.515028752,0.3202142810964168
13071043,Göhren-Lebbin,41540306.91411783,water,4067979.290579329,0.09792848423074099
13071045,Gotthun,10025664.06215434,artificial,250463.49134119405,0.024982234572038298
13071045,Gotthun,10025664.06215434,open_or_seasonal,6796911.118595841,0.6779512136511089
13071045,Gotthun,10025664.06215434,perennial_vegetation,1482740.1149647436,0.1478944542498593
13071045,Gotthun,10025664.06215434,water,1495548.8177623483,0.14917204571095324
13071069,Jabel,75358228.78741257,artificial,769370.0231846481,0.010209502473247613
13071069,Jabel,75358228.78741257,open_or_seasonal,25158478.771789055,0.33385177938247124
13071069,Jabel,75358228.78741257,perennial_vegetation,28041119.089409396,0.3721042750157264
13071069,Jabel,75358228.78741257,water,21389240.423926305,0.2838341713718602
13071077,Klink,25061965.027553067,artificial,600837.6173741049,0.023974082507638383
13071077,Klink,25061965.027553067,open_or_seasonal,10232481.243237182,0.40828726845590985
13071077,Klink,25061965.027553067,perennial_vegetation,4595891.929571353,0.18338114846615738
13071077,Klink,25061965.027553067,water,9632766.291333636,0.3843579815366989
13071093,"Malchow, Inselstadt",45019489.30844949,artificial,3431287.960264143,0.07621783394197991
13071093,"Malchow, Inselstadt",45019489.30844949,open_or_seasonal,17881464.624774907,0.3971938575815612
13071093,"Malchow, Inselstadt",45019489.30844949,perennial_vegetation,16911054.534325957,0.37563852442795265
13071093,"Malchow, Inselstadt",45019489.30844949,water,6795676.35479462,0.15094965445374725
13071110,"Neustrelitz, Residenzstadt",131200564.88093625,artificial,8145967.080222536,0.0620878964020845
13071110,"Neustrelitz, Residenzstadt",131200564.88093625,open_or_seasonal,31264967.00211283,0.23829902737450562
13071110,"Neustrelitz, Residenzstadt",131200564.88093625,perennial_vegetation,80974313.63135171,0.6171796112679502
13071110,"Neustrelitz, Residenzstadt",131200564.88093625,water,10815300.329833994,0.08243333662205507
13071119,Priepert,22177387.184844747,artificial,264405.1486733065,0.011922285816157448
13071119,Priepert,22177387.184844747,open_or_seasonal,4899923.499105816,0.2209423255438428
13071119,Priepert,22177387.184844747,perennial_vegetation,11616802.298548564,0.5238129362004863
13071119,Priepert,22177387.184844747,water,5396254.433711738,0.24332237105908266
13071137,Sietow,18836547.674979374,artificial,339707.5377730786,0.018034490376615715
13071137,Sietow,18836547.674979374,open_or_seasonal,13358521.055544322,0.7091809649009343
13071137,Sietow,18836547.674979374,perennial_vegetation,2584244.808690329,0.13719312335152511
13071137,Sietow,18836547.674979374,water,2554070.724610347,0.13559123299451123
13071138,Silz,10672141.417973015,artificial,306166.37855331885,0.02868837345405696
13071138,Silz,10672141.417973015,open_or_seasonal,5716640.600298919,0.5356601244686929
13071138,Silz,10672141.417973015,perennial_vegetation,3992897.420279203,0.37414210174864637
13071138,Silz,10672141.417973015,water,656436.2852174698,0.06150933158662624
13071156,"Waren (Müritz), Stadt",149441319.74306363,artificial,7745261.6637641685,0.05182811338310379
13071156,"Waren (Müritz), Stadt",149441319.74306363,open_or_seasonal,37299927.39843884,0.2495958110017302
13071156,"Waren (Müritz), Stadt",149441319.74306363,perennial_vegetation,30240019.876562595,0.20235380635392305
13071156,"Waren (Müritz), Stadt",149441319.74306363,water,74156119.88379198,0.49622233001749144
13071159,"Wesenberg, Stadt",90027834.1136368,artificial,2202339.839565239,0.024462877078497255
13071159,"Wesenberg, Stadt",90027834.1136368,open_or_seasonal,34713527.98093055,0.3855866168802164
13071159,"Wesenberg, Stadt",90027834.1136368,perennial_vegetation,46262402.1392383,0.5138677676155577
13071159,"Wesenberg, Stadt",90027834.1136368,water,6849556.563024344,0.07608265410871214
13071176,Südmüritz,69474792.46354647,artificial,671808.1150893802,0.009669811038901324
13071176,Südmüritz,69474792.46354647,open_or_seasonal,28080729.723763943,0.40418587415713325
13071176,Südmüritz,69474792.46354647,perennial_vegetation,7451427.259086785,0.10725368144131643
13071176,Südmüritz,69474792.46354647,water,33270806.12781959,0.47889032767210976
13076006,Barkhagen,22044581.137293838,artificial,371390.0825654762,0.016847227908412303
13076006,Barkhagen,22044581.137293838,open_or_seasonal,18331472.29446185,0.8315636473332509
13076006,Barkhagen,22044581.137293838,perennial_vegetation,3293907.9375668913,0.14942030048347957
13076006,Barkhagen,22044581.137293838,water,47808.94421252707,0.002168739061757289
13076008,Belsch,22631814.510336816,artificial,1006758.2528634366,0.0444842039688692
13076008,Belsch,22631814.510336816,open_or_seasonal,6857487.301147989,0.30300209901490277
13076008,Belsch,22631814.510336816,perennial_vegetation,14765704.367974423,0.6524313090861699
13076008,Belsch,22631814.510336816,water,1864.209199104589,8.237117701071354e-5
13076009,Bengerstorf,33063980.395675026,artificial,333520.04686121736,0.010087111196837143
13076009,Bengerstorf,33063980.395675026,open_or_seasonal,18577712.39616869,0.5618716250690364
13076009,Bengerstorf,33063980.395675026,perennial_vegetation,14138963.736524848,0.42762436849177154
13076009,Bengerstorf,33063980.395675026,water,13781.675401487417,4.1681839985878243e-4
13076010,Besitz,22197014.305509947,artificial,257658.56047938892,0.011607802605030108
13076010,Besitz,22197014.305509947,open_or_seasonal,11123005.500671457,0.5011036776198501
13076010,Besitz,22197014.305509947,perennial_vegetation,10747386.570969889,0.4841816301529379
13076010,Besitz,22197014.305509947,water,68961.69802549973,0.0031068006298658564
13076012,Blievenstorf,21448707.126069747,artificial,454892.1603922445,0.021208372034664393
13076012,Blievenstorf,21448707.126069747,open_or_seasonal,9342729.376494009,0.43558473345642473
13076012,Blievenstorf,21448707.126069747,perennial_vegetation,11631971.83791025,0.5423157568211753
13076012,Blievenstorf,21448707.126069747,water,19111.742841280426,8.91044048899858e-4
13076014,"Boizenburg/ Elbe, Stadt",47261339.452733055,artificial,4132889.147228025,0.08744756697726276
13076014,"Boizenburg/ Elbe, Stadt",47261339.452733055,open_or_seasonal,21299202.802120823,0.45066862363100296
13076014,"Boizenburg/ Elbe, Stadt",47261339.452733055,perennial_vegetation,20402477.493088186,0.43169486369494636
13076014,"Boizenburg/ Elbe, Stadt",47261339.452733055,water,1426766.389633215,0.030188869087389082
13076016,Brahlstorf,21903744.877673864,artificial,678131.4113896416,0.030959610567818933
13076016,Brahlstorf,21903744.877673864,open_or_seasonal,13283391.011432964,0.6064438334913457
13076016,Brahlstorf,21903744.877673864,perennial_vegetation,7940751.298809973,0.36252939135096723
13076016,Brahlstorf,21903744.877673864,water,1469.4216059499431,6.708540544807481e-5
13076017,Brenz,12655093.82326901,artificial,710611.1821320843,0.05615218599371255
13076017,Brenz,12655093.82326901,open_or_seasonal,5780474.990354697,0.456770615143611
13076017,Brenz,12655093.82326901,perennial_vegetation,6156088.138118068,0.4864514024225427
13076017,Brenz,12655093.82326901,water,7917.643281579681,6.256487223367285e-4
13076018,Bresegard bei Eldena,11145835.110949654,artificial,231243.55957629505,0.020747082410103274
13076018,Bresegard bei Eldena,11145835.110949654,open_or_seasonal,6609529.188691011,0.59300439338079
13076018,Bresegard bei Eldena,11145835.110949654,perennial_vegetation,4305061.458132977,0.3862484430532881
13076018,Bresegard bei Eldena,11145835.110949654,water,0,0
13076019,Bresegard bei Picher,16585079.633916289,artificial,283307.7028909197,0.017082082760191204
13076019,Bresegard bei Picher,16585079.633916289,open_or_seasonal,10018826.705754641,0.6040867410287414
13076019,Bresegard bei Picher,16585079.633916289,perennial_vegetation,6282345.508041438,0.37879501616586253
13076019,Bresegard bei Picher,16585079.633916289,water,600.1271460629068,3.618476120160762e-5
13076030,Dersenow,22453055.812532347,artificial,387539.1716986262,0.017259974541296876
13076030,Dersenow,22453055.812532347,open_or_seasonal,14593562.594473328,0.6499588615607421
13076030,Dersenow,22453055.812532347,perennial_vegetation,7465369.904192863,0.33248792353805173
13076030,Dersenow,22453055.812532347,water,6582.579608817436,2.931707676575283e-4
13076034,"Dömitz, Stadt",60510885.16061312,artificial,2133419.10601011,0.035256782318543324
13076034,"Dömitz, Stadt",60510885.16061312,open_or_seasonal,24457555.70722459,0.4041843982666469
13076034,"Dömitz, Stadt",60510885.16061312,perennial_vegetation,32227749.827886213,0.5325942554359366
13076034,"Dömitz, Stadt",60510885.16061312,water,1692153.9433431935,0.027964455301748358
13076037,Eldena,34256595.94915999,artificial,1149934.0628925804,0.03356825250819406
13076037,Eldena,34256595.94915999,open_or_seasonal,15005040.081454724,0.4380190052661279
13076037,Eldena,34256595.94915999,perennial_vegetation,17784472.67986665,0.5191546966972573
