Kennziffer,n_variables_available,n_variables_total,coverage_pct,state
05370028,51,51,100,05
05370032,51,51,100,05
05370036,51,51,100,05
05370040,51,51,100,05
05374004,51,51,100,05
05374008,51,51,100,05
05374012,51,51,100,05
05374016,51,51,100,05
05374020,51,51,100,05
05374024,51,51,100,05
05374028,51,51,100,05
05374032,51,51,100,05
05374036,51,51,100,05
05374040,51,51,100,05
05374044,51,51,100,05
05374048,51,51,100,05
05374052,51,51,100,05
05378004,51,51,100,05
05378008,51,51,100,05
05378012,51,51,100,05
05378016,51,51,100,05
05378020,51,51,100,05
05378024,51,51,100,05
05378028,51,51,100,05
05378032,51,51,100,05
05382004,51,51,100,05
05382008,51,51,100,05
05382012,51,51,100,05
05382016,51,51,100,05
05382020,51,51,100,05
05382024,51,51,100,05
05382028,51,51,100,05
05382032,51,51,100,05
05382036,51,51,100,05
05382040,51,51,100,05
05382044,51,51,100,05
05382048,51,51,100,05
05382052,51,51,100,05
05382056,51,51,100,05
05382060,51,51,100,05
05382064,51,51,100,05
05382068,51,51,100,05
05382072,51,51,100,05
05382076,51,51,100,05
05512000,51,51,100,05
05513000,51,51,100,05
05515000,51,51,100,05
05554004,51,51,100,05
05554008,51,51,100,05
05554012,51,51,100,05
05554016,51,51,100,05
05554020,51,51,100,05
05554024,51,51,100,05
05554028,51,51,100,05
05554032,51,51,100,05
05554036,51,51,100,05
05554040,51,51,100,05
05554044,51,51,100,05
05554048,51,51,100,05
05554052,51,51,100,05
05554056,51,51,100,05
05554060,51,51,100,05
05554064,51,51,100,05
05554068,51,51,100,05
05558004,51,51,100,05
05558008,51,51,100,05
05558012,51,51,100,05
05558016,51,51,100,05
05558020,51,51,100,05
05558024,51,51,100,05
05558028,51,51,100,05
05558032,51,51,100,05
05558036,51,51,100,05
05558040,51,51,100,05
05558044,51,51,100,05
05562004,51,51,100,05
05562008,51,51,100,05
05562012,51,51,100,05
05562014,51,51,100,05
05562016,51,51,100,05
05562020,51,51,100,05
05562024,51,51,100,05
05562028,51,51,100,05
05562032,51,51,100,05
05562036,51,51,100,05
05566004,51,51,100,05
05566008,51,51,100,05
05566012,51,51,100,05
05566016,51,51,100,05
05566020,51,51,100,05
05566024,51,51,100,05
05566028,51,51,100,05
05566032,51,51,100,05
05566036,51,51,100,05
05566040,51,51,100,05
05566044,51,51,100,05
05566048,51,51,100,05
05566052,51,51,100,05
05566056,51,51,100,05
05566060,51,51,100,05
05566064,51,51,100,05
05566068,51,51,100,05
05566072,51,51,100,05
05566076,51,51,100,05
05566080,51,51,100,05
05566084,51,51,100,05
05566088,51,51,100,05
05566092,51,51,100,05
05566096,51,51,100,05
05570004,51,51,100,05
05570008,51,51,100,05
05570012,51,51,100,05
05570016,51,51,100,05
05570020,51,51,100,05
05570024,51,51,100,05
05570028,51,51,100,05
05570032,51,51,100,05
05570036,51,51,100,05
05570040,51,51,100,05
05570044,51,51,100,05
05570048,51,51,100,05
05570052,51,51,100,05
05711000,51,51,100,05
05754004,51,51,100,05
05754008,51,51,100,05
05754012,51,51,100,05
05754016,51,51,100,05
05754020,51,51,100,05
05754024,51,51,100,05
05754028,51,51,100,05
05754032,51,51,100,05
05754036,51,51,100,05
05754040,51,51,100,05
05754044,51,51,100,05
05754048,51,51,100,05
05754052,51,51,100,05
05758004,51,51,100,05
05758008,51,51,100,05
05758012,51,51,100,05
05758016,51,51,100,05
05758020,51,51,100,05
05758024,51,51,100,05
05758028,51,51,100,05
05758032,51,51,100,05
05758036,51,51,100,05
05762004,51,51,100,05
05762008,51,51,100,05
05762012,51,51,100,05
05762016,51,51,100,05
05762020,51,51,100,05
05762024,51,51,100,05
05762028,51,51,100,05
05762032,51,51,100,05
05762036,51,51,100,05
05762040,51,51,100,05
05766004,51,51,100,05
05766008,51,51,100,05
05766012,51,51,100,05
05766016,51,51,100,05
05766020,51,51,100,05
05766024,51,51,100,05
05766028,51,51,100,05
05766032,51,51,100,05
05766036,51,51,100,05
05766040,51,51,100,05
05766044,51,51,100,05
05766048,51,51,100,05
05766052,51,51,100,05
05766056,51,51,100,05
05766060,51,51,100,05
05766064,51,51,100,05
05770004,51,51,100,05
05770008,51,51,100,05
05770012,51,51,100,05
05770016,51,51,100,05
05770020,51,51,100,05
05770024,51,51,100,05
05770028,51,51,100,05
05770032,51,51,100,05
05770036,51,51,100,05
05770040,51,51,100,05
05770044,51,51,100,05
05774004,51,51,100,05
05774008,51,51,100,05
05774012,51,51,100,05
05774016,51,51,100,05
05774020,51,51,100,05
05774024,51,51,100,05
05774028,51,51,100,05
05774032,51,51,100,05
05774036,51,51,100,05
05774040,51,51,100,05
05911000,51,51,100,05
05913000,51,51,100,05
05914000,51,51,100,05
05915000,51,51,100,05
05916000,51,51,100,05
05954004,51,51,100,05
05954008,51,51,100,05
05954012,51,51,100,05
05954016,51,51,100,05
05954020,51,51,100,05
05954024,51,51,100,05
05954028,51,51,100,05
05954032,51,51,100,05
05954036,51,51,100,05
05958004,51,51,100,05
05958008,51,51,100,05
05958012,51,51,100,05
05958016,51,51,100,05
05958020,51,51,100,05
05958024,51,51,100,05
05958028,51,51,100,05
05958032,51,51,100,05
05958036,51,51,100,05
05958040,51,51,100,05
05958044,51,51,100,05
05958048,51,51,100,05
05962004,51,51,100,05
05962008,51,51,100,05
05962012,51,51,100,05
05962016,51,51,100,05
05962020,51,51,100,05
05962024,51,51,100,05
05962028,51,51,100,05
05962032,51,51,100,05
05962036,51,51,100,05
05962040,51,51,100,05
05962044,51,51,100,05
05962048,51,51,100,05
05962052,51,51,100,05
05962056,51,51,100,05
05962060,51,51,100,05
05966004,51,51,100,05
05966008,51,51,100,05
05966012,51,51,100,05
05966016,51,51,100,05
05966020,51,51,100,05
05966024,51,51,100,05
05966028,51,51,100,05
05970004,51,51,100,05
05970008,51,51,100,05
05970012,51,51,100,05
05970016,51,51,100,05
05970020,51,51,100,05
05970024,51,51,100,05
05970028,51,51,100,05
05970032,51,51,100,05
05970036,51,51,100,05
05970040,51,51,100,05
05970044,51,51,100,05
05974004,51,51,100,05
05974008,51,51,100,05
05974012,51,51,100,05
05974016,51,51,100,05
05974020,51,51,100,05
05974024,51,51,100,05
05974028,51,51,100,05
05974032,51,51,100,05
05974036,51,51,100,05
05974040,51,51,100,05
05974044,51,51,100,05
05974048,51,51,100,05
05974052,51,51,100,05
05974056,51,51,100,05
05978004,51,51,100,05
05978008,51,51,100,05
05978012,51,51,100,05
05978016,51,51,100,05
05978020,51,51,100,05
05978024,51,51,100,05
05978028,51,51,100,05
05978032,51,51,100,05
05978036,51,51,100,05
05978040,51,51,100,05
06411000,51,51,100,06
06412000,51,51,100,06
06413000,51,51,100,06
06414000,51,51,100,06
06431001,51,51,100,06
06431002,51,51,100,06
06431003,51,51,100,06
06431004,51,51,100,06
06431005,51,51,100,06
06431006,51,51,100,06
06431007,51,51,100,06
06431008,51,51,100,06
06431009,51,51,100,06
06431010,51,51,100,06
06431011,51,51,100,06
06431012,51,51,100,06
06431013,51,51,100,06
06431014,51,51,100,06
06431015,51,51,100,06
06431016,51,51,100,06
06431017,51,51,100,06
06431018,51,51,100,06
06431019,51,51,100,06
06431020,51,51,100,06
06431021,51,51,100,06
06431022,51,51,100,06
06432001,51,51,100,06
06432002,51,51,100,06
06432003,51,51,100,06
06432004,51,51,100,06
06432005,51,51,100,06
06432006,51,51,100,06
06432007,51,51,100,06
06432008,51,51,100,06
06432009,51,51,100,06
06432010,51,51,100,06
06432011,51,51,100,06
06432012,51,51,100,06
06432013,51,51,100,06
06432014,51,51,100,06
06432015,51,51,100,06
06432016,51,51,100,06
06432017,51,51,100,06
06432018,51,51,100,06
06432019,51,51,100,06
06432020,51,51,100,06
06432021,51,51,100,06
06432022,51,51,100,06
06432023,51,51,100,06
06433001,51,51,100,06
06433002,51,51,100,06
06433003,51,51,100,06
06433004,51,51,100,06
06433005,51,51,100,06
06433006,51,51,100,06
06433007,51,51,100,06
06433008,51,51,100,06
06433009,51,51,100,06
06433010,51,51,100,06
06433011,51,51,100,06
06433012,51,51,100,06
06433013,51,51,100,06
06433014,51,51,100,06
06434001,51,51,100,06
06434002,51,51,100,06
06434003,51,51,100,06
06434004,51,51,100,06
06434005,51,51,100,06
06434006,51,51,100,06
06434007,51,51,100,06
06434008,51,51,100,06
06434009,51,51,100,06
06434010,51,51,100,06
06434011,51,51,100,06
06434012,51,51,100,06
06434013,51,51,100,06
06435001,51,51,100,06
06435002,51,51,100,06
06435003,51,51,100,06
06435004,51,51,100,06
06435005,51,51,100,06
06435006,51,51,100,06
06435007,51,51,100,06
06435008,51,51,100,06
06435009,51,51,100,06
06435010,51,51,100,06
06435011,51,51,100,06
06435012,51,51,100,06
06435013,51,51,100,06
06435014,51,51,100,06
06435015,51,51,100,06
06435016,51,51,100,06
06435017,51,51,100,06
06435018,51,51,100,06
06435019,51,51,100,06
06435020,51,51,100,06
06435021,51,51,100,06
06435022,51,51,100,06
06435023,51,51,100,06
06435024,51,51,100,06
06435025,51,51,100,06
06435026,51,51,100,06
06435027,51,51,100,06
06435028,51,51,100,06
06435029,51,51,100,06
06436001,51,51,100,06
06436002,51,51,100,06
06436003,51,51,100,06
06436004,51,51,100,06
06436005,51,51,100,06
06436006,51,51,100,06
06436007,51,51,100,06
06436008,51,51,100,06
06436009,51,51,100,06
06436010,51,51,100,06
06436011,51,51,100,06
06436012,51,51,100,06
06437001,51,51,100,06
06437003,51,51,100,06
06437004,51,51,100,06
06437005,51,51,100,06
06437006,51,51,100,06
06437007,51,51,100,06
06437009,51,51,100,06
06437010,51,51,100,06
06437011,51,51,100,06
06437012,51,51,100,06
06437013,51,51,100,06
06437016,51,51,100,06
06438001,51,51,100,06
06438002,51,51,100,06
06438003,51,51,100,06
06438004,51,51,100,06
06438005,51,51,100,06
06438006,51,51,100,06
06438007,51,51,100,06
06438008,51,51,100,06
06438009,51,51,100,06
06438010,51,51,100,06
06438011,51,51,100,06
06438012,51,51,100,06
06438013,51,51,100,06
06439001,51,51,100,06
06439002,51,51,100,06
06439003,51,51,100,06
06439004,51,51,100,06
06439005,51,51,100,06
06439006,51,51,100,06
06439007,51,51,100,06
06439008,51,51,100,06
06439009,51,51,100,06
06439010,51,51,100,06
06439011,51,51,100,06
06439012,51,51,100,06
06439013,51,51,100,06
06439014,51,51,100,06
06439015,51,51,100,06
06439016,51,51,100,06
06439017,51,51,100,06
06440001,51,51,100,06
06440002,51,51,100,06
06440003,51,51,100,06
06440004,51,51,100,06
06440005,51,51,100,06
06440006,51,51,100,06
06440007,51,51,100,06
06440008,51,51,100,06
06440009,51,51,100,06
06440010,51,51,100,06
06440011,51,51,100,06
06440012,51,51,100,06
06440013,51,51,100,06
06440014,51,51,100,06
06440015,51,51,100,06
06440016,51,51,100,06
06440017,51,51,100,06
06440018,51,51,100,06
06440019,51,51,100,06
06440020,51,51,100,06
06440021,51,51,100,06
06440022,51,51,100,06
06440023,51,51,100,06
06440024,51,51,100,06
06440025,51,51,100,06
06531001,51,51,100,06
06531002,51,51,100,06
06531003,51,51,100,06
06531004,51,51,100,06
06531005,51,51,100,06
06531006,51,51,100,06
06531007,51,51,100,06
06531008,51,51,100,06
06531009,51,51,100,06
06531010,51,51,100,06
06531011,51,51,100,06
06531012,51,51,100,06
06531013,51,51,100,06
06531014,51,51,100,06
06531015,51,51,100,06
06531016,51,51,100,06
06531017,51,51,100,06
06531018,51,51,100,06
06532001,51,51,100,06
06532002,51,51,100,06
06532003,51,51,100,06
06532004,51,51,100,06
06532005,51,51,100,06
06532006,51,51,100,06
06532007,51,51,100,06
06532008,51,51,100,06
06532009,51,51,100,06
06532010,51,51,100,06
06532011,51,51,100,06
06532012,51,51,100,06
06532013,51,51,100,06
06532014,51,51,100,06
06532015,51,51,100,06
06532016,51,51,100,06
06532017,51,51,100,06
06532018,51,51,100,06
06532019,51,51,100,06
06532020,51,51,100,06
06532021,51,51,100,06
06532022,51,51,100,06
06532023,51,51,100,06
06533001,51,51,100,06
06533002,51,51,100,06
06533003,51,51,100,06
06533004,51,51,100,06
06533005,51,51,100,06
06533006,51,51,100,06
06533007,51,51,100,06
06533008,51,51,100,06
06533009,51,51,100,06
06533010,51,51,100,06
06533011,51,51,100,06
06533012,51,51,100,06
06533013,51,51,100,06
06533014,51,51,100,06
06533015,51,51,100,06
06533016,51,51,100,06
06533017,51,51,100,06
06533018,51,51,100,06
06533019,51,51,100,06
06534001,51,51,100,06
06534002,51,51,100,06
06534003,51,51,100,06
06534004,51,51,100,06
06534005,51,51,100,06
06534006,51,51,100,06
06534007,51,51,100,06
06534008,51,51,100,06
06534009,51,51,100,06
06534010,51,51,100,06
06534011,51,51,100,06
06534012,51,51,100,06
06534013,51,51,100,06
06534014,51,51,100,06
06534015,51,51,100,06
06534016,51,51,100,06
06534017,51,51,100,06
06534018,51,51,100,06
06534019,51,51,100,06
06534020,51,51,100,06
06534021,51,51,100,06
06534022,51,51,100,06
06535001,51,51,100,06
06535002,51,51,100,06
06535003,51,51,100,06
06535004,51,51,100,06
06535005,51,51,100,06
06535006,51,51,100,06
06535007,51,51,100,06
06535008,51,51,100,06
06535009,51,51,100,06
06535010,51,51,100,06
06535011,51,51,100,06
06535012,51,51,100,06
06535013,51,51,100,06
06535014,51,51,100,06
06535015,51,51,100,06
06535016,51,51,100,06
06535017,51,51,100,06
06535018,51,51,100,06
06535019,51,51,100,06
06611000,51,51,100,06
06631001,51,51,100,06
06631002,51,51,100,06
06631003,51,51,100,06
06631004,51,51,100,06
06631005,51,51,100,06
06631006,51,51,100,06
06631007,51,51,100,06
06631008,51,51,100,06
06631009,51,51,100,06
06631010,51,51,100,06
06631011,51,51,100,06
06631012,51,51,100,06
06631013,51,51,100,06
06631014,51,51,100,06
06631015,51,51,100,06
06631016,51,51,100,06
06631017,51,51,100,06
06631018,51,51,100,06
06631019,51,51,100,06
06631020,51,51,100,06
06631021,51,51,100,06
06631022,51,51,100,06
06631023,51,51,100,06
06632001,51,51,100,06
06632002,51,51,100,06
06632003,51,51,100,06
06632004,51,51,100,06
06632005,51,51,100,06
06632006,51,51,100,06
06632007,51,51,100,06
06632008,51,51,100,06
06632009,51,51,100,06
06632010,51,51,100,06
06632011,51,51,100,06
06632012,51,51,100,06
06632013,51,51,100,06
06632014,51,51,100,06
06632015,51,51,100,06
06632016,51,51,100,06
06632017,51,51,100,06
06632018,51,51,100,06
06632019,51,51,100,06
06632020,51,51,100,06
06633001,51,51,100,06
06633002,51,51,100,06
06633003,51,51,100,06
06633004,51,51,100,06
06633005,51,51,100,06
06633006,51,51,100,06
06633007,51,51,100,06
06633008,51,51,100,06
06633009,51,51,100,06
06633010,51,51,100,06
06633011,51,51,100,06
06633012,51,51,100,06
06633013,51,51,100,06
06633014,51,51,100,06
06633015,51,51,100,06
06633016,51,51,100,06
06633017,51,51,100,06
06633018,51,51,100,06
06633019,51,51,100,06
06633020,51,51,100,06
06633022,51,51,100,06
06633023,51,51,100,06
06633024,51,51,100,06
06633025,51,51,100,06
06633026,51,51,100,06
06633028,51,51,100,06
06633029,51,51,100,06
06633030,51,51,100,06
06634001,51,51,100,06
06634002,51,51,100,06
06634003,51,51,100,06
06634004,51,51,100,06
06634005,51,51,100,06
06634006,51,51,100,06
06634007,51,51,100,06
06634008,51,51,100,06
06634009,51,51,100,06
06634010,51,51,100,06
06634011,51,51,100,06
06634012,51,51,100,06
06634013,51,51,100,06
06634014,51,51,100,06
06634015,51,51,100,06
06634016,51,51,100,06
06634017,51,51,100,06
06634018,51,51,100,06
06634019,51,51,100,06
06634020,51,51,100,06
06634021,51,51,100,06
06634022,51,51,100,06
06634023,51,51,100,06
06634024,51,51,100,06
06634025,51,51,100,06
06634026,51,51,100,06
06634027,51,51,100,06
06635001,51,51,100,06
06635002,51,51,100,06
06635003,51,51,100,06
06635004,51,51,100,06
06635006,51,51,100,06
06635007,51,51,100,06
06635008,51,51,100,06
06635009,51,51,100,06
06635010,51,51,100,06
06635011,51,51,100,06
06635012,51,51,100,06
06635013,51,51,100,06
06635014,51,51,100,06
06635015,51,51,100,06
06635016,51,51,100,06
06635017,51,51,100,06
06635018,51,51,100,06
06635019,51,51,100,06
06635020,51,51,100,06
06635021,51,51,100,06
06635022,51,51,100,06
06636001,51,51,100,06
06636002,51,51,100,06
06636003,51,51,100,06
06636004,51,51,100,06
06636005,51,51,100,06
06636006,51,51,100,06
06636007,51,51,100,06
06636008,51,51,100,06
06636009,51,51,100,06
06636010,51,51,100,06
06636011,51,51,100,06
06636012,51,51,100,06
06636013,51,51,100,06
06636014,51,51,100,06
06636015,51,51,100,06
06636016,51,51,100,06
07111000,51,51,100,07
07131001,51,51,100,07
07131002,51,51,100,07
07131003,51,51,100,07
07131004,51,51,100,07
07131005,51,51,100,07
07131006,51,51,100,07
07131007,51,51,100,07
07131008,51,51,100,07
07131011,51,51,100,07
07131014,51,51,100,07
07131016,51,51,100,07
07131017,51,51,100,07
07131018,51,51,100,07
07131022,51,51,100,07
07131025,51,51,100,07
07131026,51,51,100,07
07131027,51,51,100,07
07131028,51,51,100,07
07131029,51,51,100,07
07131030,51,51,100,07
07131032,51,51,100,07
07131033,51,51,100,07
07131034,51,51,100,07
07131036,51,51,100,07
07131037,51,51,100,07
07131039,51,51,100,07
07131040,51,51,100,07
07131041,51,51,100,07
07131042,51,51,100,07
07131044,51,51,100,07
07131047,51,51,100,07
07131049,51,51,100,07
07131051,51,51,100,07
07131052,51,51,100,07
07131054,51,51,100,07
07131055,51,51,100,07
07131058,51,51,100,07
07131059,51,51,100,07
07131060,51,51,100,07
07131062,51,51,100,07
07131065,51,51,100,07
07131066,51,51,100,07
07131068,51,51,100,07
07131069,51,51,100,07
07131070,51,51,100,07
07131072,51,51,100,07
07131073,51,51,100,07
07131074,51,51,100,07
07131077,51,51,100,07
07131079,51,51,100,07
07131081,51,51,100,07
07131082,51,51,100,07
07131083,51,51,100,07
07131084,51,51,100,07
07131085,51,51,100,07
07131086,51,51,100,07
07131090,51,51,100,07
07131201,51,51,100,07
07131202,51,51,100,07
07131204,51,51,100,07
07131205,51,51,100,07
07131206,51,51,100,07
07131208,51,51,100,07
07131209,51,51,100,07
07131210,51,51,100,07
07131211,51,51,100,07
07131501,51,51,100,07
07131502,51,51,100,07
07132001,51,51,100,07
07132002,51,51,100,07
07132004,51,51,100,07
07132005,51,51,100,07
07132006,51,51,100,07
07132007,51,51,100,07
07132008,51,51,100,07
07132009,51,51,100,07
07132010,51,51,100,07
07132011,51,51,100,07
07132012,51,51,100,07
07132013,51,51,100,07
07132014,51,51,100,07
07132015,51,51,100,07
07132016,51,51,100,07
07132017,51,51,100,07
07132018,51,51,100,07
07132019,51,51,100,07
07132020,51,51,100,07
07132022,51,51,100,07
07132023,51,51,100,07
07132024,51,51,100,07
07132025,51,51,100,07
07132026,51,51,100,07
07132027,51,51,100,07
07132028,51,51,100,07
07132030,51,51,100,07
07132031,51,51,100,07
07132032,51,51,100,07
07132033,51,51,100,07
07132034,51,51,100,07
07132035,51,51,100,07
07132036,51,51,100,07
07132037,51,51,100,07
07132038,51,51,100,07
07132039,51,51,100,07
07132040,51,51,100,07
07132041,51,51,100,07
07132042,51,51,100,07
07132043,51,51,100,07
07132044,51,51,100,07
07132045,51,51,100,07
07132046,51,51,100,07
07132047,51,51,100,07
07132048,51,51,100,07
07132049,51,51,100,07
07132050,51,51,100,07
07132051,51,51,100,07
07132052,51,51,100,07
07132053,51,51,100,07
07132054,51,51,100,07
07132055,51,51,100,07
07132056,51,51,100,07
07132057,51,51,100,07
07132058,51,51,100,07
07132059,51,51,100,07
07132060,51,51,100,07
07132061,51,51,100,07
07132062,51,51,100,07
07132063,51,51,100,07
07132064,51,51,100,07
07132065,51,51,100,07
07132066,51,51,100,07
07132067,51,51,100,07
07132069,51,51,100,07
07132070,51,51,100,07
07132071,51,51,100,07
07132072,51,51,100,07
07132073,51,51,100,07
07132075,51,51,100,07
07132076,51,51,100,07
07132077,51,51,100,07
07132078,51,51,100,07
07132079,51,51,100,07
07132080,51,51,100,07
07132081,51,51,100,07
07132082,51,51,100,07
07132083,51,51,100,07
07132085,51,51,100,07
07132086,51,51,100,07
07132087,51,51,100,07
07132088,51,51,100,07
07132089,51,51,100,07
07132090,51,51,100,07
07132091,51,51,100,07
07132092,51,51,100,07
07132093,51,51,100,07
07132094,51,51,100,07
07132095,51,51,100,07
07132096,51,51,100,07
07132097,51,51,100,07
07132098,51,51,100,07
07132099,51,51,100,07
07132100,51,51,100,07
07132101,51,51,100,07
07132102,51,51,100,07
07132103,51,51,100,07
07132104,51,51,100,07
07132105,51,51,100,07
07132106,51,51,100,07
07132107,51,51,100,07
07132108,51,51,100,07
07132109,51,51,100,07
07132110,51,51,100,07
07132111,51,51,100,07
07132112,51,51,100,07
07132113,51,51,100,07
07132114,51,51,100,07
07132115,51,51,100,07
07132116,51,51,100,07
07132117,51,51,100,07
07132118,51,51,100,07
07132119,51,51,100,07
07132201,51,51,100,07
07132501,51,51,100,07
07132502,51,51,100,07
07133001,51,51,100,07
07133002,51,51,100,07
07133003,51,51,100,07
07133004,51,51,100,07
07133006,51,51,100,07
07133008,51,51,100,07
07133009,51,51,100,07
07133010,51,51,100,07
07133011,51,51,100,07
07133012,51,51,100,07
07133013,51,51,100,07
07133014,51,51,100,07
07133015,51,51,100,07
07133016,51,51,100,07
07133017,51,51,100,07
07133018,51,51,100,07
07133019,51,51,100,07
07133020,51,51,100,07
07133021,51,51,100,07
07133023,51,51,100,07
07133024,51,51,100,07
07133025,51,51,100,07
07133026,51,51,100,07
07133027,51,51,100,07
07133028,51,51,100,07
07133030,51,51,100,07
07133031,51,51,100,07
07133032,51,51,100,07
07133033,51,51,100,07
07133035,51,51,100,07
07133036,51,51,100,07
07133037,51,51,100,07
07133038,51,51,100,07
07133039,51,51,100,07
07133040,51,51,100,07
07133041,51,51,100,07
07133042,51,51,100,07
07133043,51,51,100,07
07133044,51,51,100,07
07133045,51,51,100,07
07133046,51,51,100,07
07133047,51,51,100,07
07133048,51,51,100,07
07133049,51,51,100,07
07133050,51,51,100,07
07133051,51,51,100,07
07133052,51,51,100,07
07133053,51,51,100,07
07133054,51,51,100,07
07133055,51,51,100,07
07133056,51,51,100,07
07133057,51,51,100,07
07133058,51,51,100,07
07133059,51,51,100,07
07133060,51,51,100,07
07133061,51,51,100,07
07133062,51,51,100,07
07133063,51,51,100,07
07133064,51,51,100,07
07133065,51,51,100,07
07133066,51,51,100,07
07133067,51,51,100,07
07133068,51,51,100,07
07133069,51,51,100,07
07133070,51,51,100,07
07133071,51,51,100,07
07133072,51,51,100,07
07133073,51,51,100,07
07133074,51,51,100,07
07133075,51,51,100,07
07133076,51,51,100,07
07133077,51,51,100,07
07133078,51,51,100,07
07133080,51,51,100,07
07133081,51,51,100,07
07133083,51,51,100,07
07133084,51,51,100,07
07133085,51,51,100,07
07133086,51,51,100,07
07133087,51,51,100,07
07133088,51,51,100,07
07133089,51,51,100,07
07133090,51,51,100,07
07133091,51,51,100,07
07133092,51,51,100,07
07133093,51,51,100,07
07133094,51,51,100,07
07133095,51,51,100,07
07133096,51,51,100,07
07133098,51,51,100,07
07133099,51,51,100,07
07133100,51,51,100,07
07133101,51,51,100,07
07133102,51,51,100,07
07133103,51,51,100,07
07133105,51,51,100,07
07133106,51,51,100,07
07133107,51,51,100,07
07133108,51,51,100,07
07133109,51,51,100,07
07133110,51,51,100,07
07133111,51,51,100,07
07133112,51,51,100,07
07133113,51,51,100,07
07133114,51,51,100,07
07133115,51,51,100,07
07133116,51,51,100,07
07133117,51,51,100,07
07133201,51,51,100,07
07133202,51,51,100,07
07133203,51,51,100,07
07133204,51,51,100,07
07133205,51,51,100,07
07133501,51,51,100,07
07134001,51,51,100,07
07134002,51,51,100,07
07134003,51,51,100,07
07134005,51,51,100,07
07134006,51,51,100,07
07134007,51,51,100,07
07134008,51,51,100,07
07134009,51,51,100,07
07134010,51,51,100,07
07134011,51,51,100,07
07134012,51,51,100,07
07134013,51,51,100,07
07134014,51,51,100,07
07134015,51,51,100,07
07134016,51,51,100,07
07134017,51,51,100,07
07134019,51,51,100,07
07134020,51,51,100,07
07134021,51,51,100,07
07134022,51,51,100,07
07134024,51,51,100,07
07134025,51,51,100,07
07134026,51,51,100,07
07134027,51,51,100,07
07134028,51,51,100,07
07134029,51,51,100,07
07134030,51,51,100,07
07134031,51,51,100,07
07134032,51,51,100,07
07134033,51,51,100,07
07134034,51,51,100,07
07134035,51,51,100,07
07134036,51,51,100,07
07134037,51,51,100,07
07134038,51,51,100,07
07134039,51,51,100,07
07134040,51,51,100,07
07134041,51,51,100,07
07134042,51,51,100,07
07134043,51,51,100,07
07134044,51,51,100,07
07134045,51,51,100,07
07134046,51,51,100,07
07134047,51,51,100,07
07134048,51,51,100,07
07134049,51,51,100,07
07134050,51,51,100,07
07134051,51,51,100,07
07134052,51,51,100,07
07134053,51,51,100,07
07134054,51,51,100,07
07134055,51,51,100,07
07134056,51,51,100,07
07134057,51,51,100,07
07134058,51,51,100,07
07134059,51,51,100,07
07134060,51,51,100,07
07134061,51,51,100,07
07134062,51,51,100,07
07134063,51,51,100,07
07134064,51,51,100,07
07134065,51,51,100,07
07134066,51,51,100,07
07134068,51,51,100,07
07134069,51,51,100,07
07134071,51,51,100,07
07134072,51,51,100,07
07134073,51,51,100,07
07134074,51,51,100,07
07134075,51,51,100,07
07134076,51,51,100,07
07134077,51,51,100,07
07134078,51,51,100,07
07134079,51,51,100,07
07134080,51,51,100,07
07134081,51,51,100,07
07134082,51,51,100,07
07134083,51,51,100,07
07134084,51,51,100,07
07134085,51,51,100,07
07134086,51,51,100,07
07134087,51,51,100,07
07134088,51,51,100,07
07134089,51,51,100,07
07134090,51,51,100,07
07134091,51,51,100,07
07134093,51,51,100,07
07134094,51,51,100,07
07134095,51,51,100,07
07134502,51,51,100,07
07135001,51,51,100,07
07135002,51,51,100,07
07135003,51,51,100,07
07135004,51,51,100,07
07135005,51,51,100,07
07135008,51,51,100,07
07135009,51,51,100,07
07135010,51,51,100,07
07135011,51,51,100,07
07135012,51,51,100,07
07135013,51,51,100,07
07135014,51,51,100,07
07135015,51,51,100,07
07135016,51,51,100,07
07135017,51,51,100,07
07135018,51,51,100,07
07135019,51,51,100,07
07135020,51,51,100,07
07135021,51,51,100,07
07135022,51,51,100,07
07135023,51,51,100,07
07135024,51,51,100,07
07135025,51,51,100,07
07135026,51,51,100,07
07135027,51,51,100,07
07135028,51,51,100,07
07135029,51,51,100,07
07135030,51,51,100,07
07135031,51,51,100,07
07135033,51,51,100,07
07135034,51,51,100,07
07135035,51,51,100,07
07135036,51,51,100,07
07135037,51,51,100,07
07135038,51,51,100,07
07135039,51,51,100,07
07135040,51,51,100,07
07135041,51,51,100,07
07135042,51,51,100,07
07135043,51,51,100,07
07135044,51,51,100,07
07135045,51,51,100,07
07135046,51,51,100,07
07135048,51,51,100,07
07135049,51,51,100,07
07135051,51,51,100,07
07135052,51,51,100,07
07135053,51,51,100,07
07135054,51,51,100,07
07135056,51,51,100,07
07135057,51,51,100,07
07135058,51,51,100,07
07135060,51,51,100,07
07135061,51,51,100,07
07135062,51,51,100,07
07135064,51,51,100,07
07135065,51,51,100,07
07135066,51,51,100,07
07135067,51,51,100,07
07135068,51,51,100,07
07135069,51,51,100,07
07135070,51,51,100,07
07135071,51,51,100,07
07135072,51,51,100,07
07135073,51,51,100,07
07135074,51,51,100,07
07135075,51,51,100,07
07135076,51,51,100,07
07135077,51,51,100,07
07135078,51,51,100,07
07135079,51,51,100,07
07135080,51,51,100,07
07135081,51,51,100,07
07135082,51,51,100,07
07135083,51,51,100,07
07135084,51,51,100,07
07135085,51,51,100,07
07135086,51,51,100,07
07135088,51,51,100,07
